"Pokedex Number","Pokemon Name","Classification","Legendary Type","Height","Weight","Primary Type","Secondary Type","Primary Ability","Primary Ability Description","Secondary Ability","Secondary Ability Description","Hidden Ability","Hidden Ability Description","Male Ratio","Female Ratio","Games of Origin","Health EV","Attack EV","Defense EV","Special Attack EV","Special Defense EV","Speed EV","Catch Rate","Experience Growth Name","Experience Growth Total","Experience Yield","Base Happiness","Health Base Stat","Attack Base Stat","Defense Base Stat","Special Attack Base Stat","Special Defense Base Stat","Speed Base Stat","Primary Egg Group","Secondary Egg Group","Cycle Count","Pre-Evolution Pokedex Number","Evolution Method","Evolution Details","Original Pokemon","Form Name"
"362-1","Glalie","Face Pokemon","","2.10","350.20","Ice","","Refrigerate","Normal-type moves become Ice-type moves. The power of those moves is boosted a little.","","","","","50","50","Omega Ruby / Alpha Sapphire","2","0","0","0","0","0","75","Medium Fast","1000000","203","70","80","120","80","120","80","100","Fairy","Mineral","20","","","","362","Mega Evolution"
"698","Amaura","Tundra Pokemon","","1.30","25.20","Rock","Ice","Refrigerate","Normal-type moves become Ice-type moves. The power of those moves is boosted a little.","","","Snow Warning","The Pokemon summons a hailstorm when it enters a battle.","87.5","12.5","X / Y","1","0","0","0","0","0","45","Medium Fast","1000000","72","70","77","59","50","67","63","46","Monster","","30","","","","",""
"699","Aurorus","Tundra Pokemon","","2.70","225.00","Rock","Ice","Refrigerate","Normal-type moves become Ice-type moves. The power of those moves is boosted a little.","","","Snow Warning","The Pokemon summons a hailstorm when it enters a battle.","87.5","12.5","X / Y","2","0","0","0","0","0","45","Medium Fast","1000000","104","70","123","77","72","99","92","58","Monster","","30","698","Level Up","Level 39 During The Night","",""
"667","Litleo","Lion Cub Pokemon","",".60","13.50","Fire","Normal","Rivalry","Becomes competitive and deals more damage to Pokemon of the same gender, but deals less to Pokemon of the opposite gender.","Unnerve","Unnerves opposing Pokemon and makes them unable to eat Berries.","Moxie","The Pokemon shows moxie, and that boosts the Attack stat after knocking out any Pokemon.","12.5","87.5","X / Y","0","0","0","1","0","0","220","Medium Slow","1059860","74","70","62","50","58","73","54","72","Field","","20","","","","",""
"668","Pyroar","Royal Pokemon","","1.50","81.50","Fire","Normal","Rivalry","Becomes competitive and deals more damage to Pokemon of the same gender, but deals less to Pokemon of the opposite gender.","Unnerve","Unnerves opposing Pokemon and makes them unable to eat Berries.","Moxie","The Pokemon shows moxie, and that boosts the Attack stat after knocking out any Pokemon.","12.5","87.5","X / Y","0","0","0","2","0","0","65","Medium Slow","1059860","177","70","86","68","72","109","66","106","Field","","20","667","Level Up","Level 35","",""
"403","Shinx","Flash Pokemon","",".50","9.50","Electric","","Rivalry","Becomes competitive and deals more damage to Pokemon of the same gender, but deals less to Pokemon of the opposite gender.","Intimidate","The Pokemon intimidates opposing Pokemon upon entering battle, lowering their Attack stat.","Guts","It's so gutsy that having a status condition boosts the Pokemon's Attack stat.","50","50","Diamond / Pearl","0","1","0","0","0","0","235","Medium Slow","1059860","53","70","45","65","34","40","34","45","Field","","20","","","","",""
"404","Luxio","Spark Pokemon","",".90","30.50","Electric","","Rivalry","Becomes competitive and deals more damage to Pokemon of the same gender, but deals less to Pokemon of the opposite gender.","Intimidate","The Pokemon intimidates opposing Pokemon upon entering battle, lowering their Attack stat.","Guts","It's so gutsy that having a status condition boosts the Pokemon's Attack stat.","50","50","Diamond / Pearl","0","2","0","0","0","0","120","Medium Slow","1059860","127","100","60","85","49","60","49","60","Field","","20","403","Level Up","Level 15","",""
"405","Luxray","Gleam Eyes Pokemon","","1.40","42.00","Electric","","Rivalry","Becomes competitive and deals more damage to Pokemon of the same gender, but deals less to Pokemon of the opposite gender.","Intimidate","The Pokemon intimidates opposing Pokemon upon entering battle, lowering their Attack stat.","Guts","It's so gutsy that having a status condition boosts the Pokemon's Attack stat.","50","50","Diamond / Pearl","0","3","0","0","0","0","45","Medium Slow","1059860","235","70","80","120","79","95","79","70","Field","","20","404","Level Up","Level 30","",""
"610","Axew","Tusk Pokemon","",".60","18.00","Dragon","","Rivalry","Becomes competitive and deals more damage to Pokemon of the same gender, but deals less to Pokemon of the opposite gender.","Mold Breaker","Moves can be used on the target regardless of its Abilities.","Unnerve","Unnerves opposing Pokemon and makes them unable to eat Berries.","50","50","Black / White","0","1","0","0","0","0","75","Slow","1250000","64","35","46","87","60","30","40","57","Monster","Dragon","40","","","","",""
"611","Fraxure","Axe Jaw Pokemon","","1.00","36.00","Dragon","","Rivalry","Becomes competitive and deals more damage to Pokemon of the same gender, but deals less to Pokemon of the opposite gender.","Mold Breaker","Moves can be used on the target regardless of its Abilities.","Unnerve","Unnerves opposing Pokemon and makes them unable to eat Berries.","50","50","Black / White","0","2","0","0","0","0","60","Slow","1250000","144","35","66","117","70","40","50","67","Monster","Dragon","40","610","Level Up","Level 38","",""
"612","Haxorus","Axe Jaw Pokemon","","1.80","105.50","Dragon","","Rivalry","Becomes competitive and deals more damage to Pokemon of the same gender, but deals less to Pokemon of the opposite gender.","Mold Breaker","Moves can be used on the target regardless of its Abilities.","Unnerve","Unnerves opposing Pokemon and makes them unable to eat Berries.","50","50","Black / White","0","3","0","0","0","0","45","Slow","1250000","243","35","76","147","90","60","70","97","Monster","Dragon","40","611","Level Up","Level 48","",""
"529","Drilbur","Mole Pokemon","",".30","8.50","Ground","","Sand Rush","Boosts the Pokemon's Speed stat in a sandstorm.","Sand Force","Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.","Mold Breaker","Moves can be used on the target regardless of its Abilities.","50","50","Black / White","0","1","0","0","0","0","120","Medium Fast","1000000","66","70","60","85","40","30","45","68","Field","","20","","","","",""
"530","Excadrill","Subterrene Pokemon","",".70","40.40","Ground","Steel","Sand Rush","Boosts the Pokemon's Speed stat in a sandstorm.","Sand Force","Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.","Mold Breaker","Moves can be used on the target regardless of its Abilities.","50","50","Black / White","0","2","0","0","0","0","60","Medium Fast","1000000","178","70","110","135","60","50","65","88","Field","","20","529","Level Up","Level 31","",""
"746","Wishiwashi","Small Fry Pokemon","",".20",".30","Water","","Schooling","When it has a lot of HP, the Pokemon forms a powerful school. It stops schooling when its HP is low.","","","","","50","50","Sun / Moon","1","0","0","0","0","0","60","Fast","800000","61","70","45","20","20","25","25","40","Water 2","","15","","","","",""
"746-1","Wishiwashi","Small Fry Pokemon","","8.20","78.60","Water","","Schooling","When it has a lot of HP, the Pokemon forms a powerful school. It stops schooling when its HP is low.","","","","","50","50","Sun / Moon","1","0","0","0","0","0","60","Fast","800000","217","70","45","140","130","140","135","30","Water 2","","15","","","","746","School Form"
"428-1","Lopunny","Rabbit Pokemon","","1.30","28.30","Normal","Fighting","Scrappy","The Pokemon can hit Ghost-type Pokemon with Normal- and Fighting-type moves.","","","","","50","50","Omega Ruby / Alpha Sapphire","0","0","0","0","0","2","60","Medium Fast","1000000","203","140","65","136","94","54","96","135","Field","Human-Like","20","","","","428","Mega Evolution"
"94-1","Gengar","Shadow Pokemon","","1.40","40.50","Ghost","Poison","Shadow Tag","This Pokemon steps on the opposing Pokemon's shadow to prevent it from escaping.","","","","","50","50","X / Y","0","0","0","3","0","0","45","Medium Slow","1059860","270","70","60","65","80","170","95","130","Amorphous","","20","","","","94","Mega Evolution"
"202","Wobbuffet","Patient Pokemon","","1.30","28.50","Psychic","","Shadow Tag","This Pokemon steps on the opposing Pokemon's shadow to prevent it from escaping.","","","Telepathy","Anticipates an ally's attack and dodges it.","50","50","Gold / Silver / Crystal","2","0","0","0","0","0","45","Medium Fast","1000000","142","70","190","33","58","33","58","33","Amorphous","","20","360","Level Up","Level 15","",""
"360","Wynaut","Bright Pokemon","",".60","14.00","Psychic","","Shadow Tag","This Pokemon steps on the opposing Pokemon's shadow to prevent it from escaping.","","","Telepathy","Anticipates an ally's attack and dodges it.","50","50","Ruby / Sapphire","1","0","0","0","0","0","125","Medium Fast","1000000","52","70","95","23","48","23","48","23","Undiscovered","","20","","","","",""
"10","Caterpie","Worm Pokemon","",".30","2.90","Bug","","Shield Dust","This Pokemon's dust blocks the additional effects of attacks taken.","","","Run Away","Enables a sure getaway from wild Pokemon.","50","50","Red / Blue / Yellow","1","0","0","0","0","0","255","Medium Fast","1000000","39","70","45","30","35","20","20","45","Bug","","15","","","","",""
"13","Weedle","Hairy Bug Pokemon","",".30","3.20","Bug","Poison","Shield Dust","This Pokemon's dust blocks the additional effects of attacks taken.","","","Run Away","Enables a sure getaway from wild Pokemon.","50","50","Red / Blue / Yellow","0","0","0","0","0","1","255","Medium Fast","1000000","39","70","40","35","30","20","20","50","Bug","","15","","","","",""
"265","Wurmple","Worm Pokemon","",".30","3.60","Bug","","Shield Dust","This Pokemon's dust blocks the additional effects of attacks taken.","","","Run Away","Enables a sure getaway from wild Pokemon.","50","50","Ruby / Sapphire","1","0","0","0","0","0","255","Medium Fast","1000000","56","70","45","45","35","20","30","20","Bug","","15","","","","",""
"269","Dustox","Poison Moth Pokemon","","1.20","31.60","Bug","Poison","Shield Dust","This Pokemon's dust blocks the additional effects of attacks taken.","","","Compound Eyes","The Pokemon's compound eyes boost its accuracy.","50","50","Ruby / Sapphire","0","0","0","0","3","0","45","Medium Fast","1000000","173","70","60","50","70","50","90","65","Bug","","15","268","Level Up","Level 10","",""
"664","Scatterbug","Scatterdust Pokemon","",".30","2.50","Bug","","Shield Dust","This Pokemon's dust blocks the additional effects of attacks taken.","Compound Eyes","The Pokemon's compound eyes boost its accuracy.","Friend Guard","Reduces damage done to allies.","50","50","X / Y","0","0","1","0","0","0","255","Medium Fast","1000000","40","70","38","35","40","27","25","35","Bug","","15","","","","",""
"666","Vivillon","Scale Pokemon","","1.20","17.00","Bug","Flying","Shield Dust","This Pokemon's dust blocks the additional effects of attacks taken.","Compound Eyes","The Pokemon's compound eyes boost its accuracy.","Friend Guard","Reduces damage done to allies.","50","50","X / Y","1","0","0","1","0","1","45","Medium Fast","1000000","185","70","80","52","50","90","50","89","Bug","","15","665","Level Up","Level 12","",""
"774","Minior","Meteor Pokemon","",".30","40.00","Rock","Flying","Shields Down","When its HP becomes half or less, the Pokemon's shell breaks and it becomes aggressive.","","","","","0","0","Sun / Moon","0","0","1","0","1","0","30","Medium Slow","1059860","154","70","60","60","100","60","100","60","Mineral","","25","","","","",""
"774-1","Minior","Meteor Pokemon","",".30",".30","Rock","Flying","Shields Down","When its HP becomes half or less, the Pokemon's shell breaks and it becomes aggressive.","","","","","0","0","Sun / Moon","0","1","0","1","0","0","30","Medium Slow","1059860","175","70","60","100","60","100","60","120","Mineral","","25","","","","774","Core"
"49","Venomoth","Poison Moth Pokemon","","1.50","12.50","Bug","Poison","Shields Down","When its HP becomes half or less, the Pokemon's shell breaks and it becomes aggressive.","Tinted Lens","The Pokemon can use "not very effective" moves to deal regular damage.","Wonder Skin","Makes status moves more likely to miss.","50","50","Red / Blue / Yellow","0","0","0","1","0","1","75","Medium Fast","1000000","158","70","70","65","60","90","75","90","Bug","","20","48","Level Up","Level 31","",""
"399","Bidoof","Plump Mouse Pokemon","",".50","20.00","Normal","","Simple","The stat changes the Pokemon receives are doubled.","Unaware","When attacking, the Pokemon ignores the target Pokemon's stat changes.","Moody","Raises one stat sharply and lowers another every turn.","50","50","Diamond / Pearl","1","0","0","0","0","0","255","Medium Fast","1000000","50","70","59","45","40","35","40","31","Water 1","Field","15","","","","",""
"400","Bibarel","Beaver Pokemon","","1.00","31.50","Normal","Water","Simple","The stat changes the Pokemon receives are doubled.","Unaware","When attacking, the Pokemon ignores the target Pokemon's stat changes.","Moody","Raises one stat sharply and lowers another every turn.","50","50","Diamond / Pearl","0","2","0","0","0","0","127","Medium Fast","1000000","144","70","79","85","60","55","60","71","Water 1","Field","15","399","Level Up","Level 15","",""
"214-1","Heracross","Single Horn Pokemon","","1.70","62.50","Bug","Fighting","Skill Link","Maximizes the number of times multi-strike moves hit.","","","","","50","50","X / Y","0","2","0","0","0","0","45","Slow","1250000","210","70","80","185","115","40","105","75","Bug","","25","","","","214","Mega Evolution"
